-2571.9089,-4526.6585,-1
-7417.5615,-2280.2667,+1
-3736.1342,7092.3724,+1
5863.0907,2474.7986,-1
1042.3762,-5271.3707,-1
-5255.4166,-3884.2808,+1
-5527.1875,-6781.2679,-1
7809.1852,5523.0276,-1
-8331.8543,-6740.0818,+1
-9476.5548,-3551.7393,+1
-5906.0659,547.9737,+1
-9321.7587,-6848.7093,+1
807.0273,9124.118,+1
-9040.9742,-5486.7685,+1
-2834.7523,4718.8662,+1
559.6526,4192.6365,+1
-87.2488,5881.3478,+1
-5865.2389,8836.9766,+1
3127.8372,-5133.0437,-1
-4410.482,-8110.3851,-1
3606.9761,8621.0901,+1
1456.7813,8214.7169,+1
2758.4512,9442.4229,+1
2747.0606,6016.4031,+1
7587.1875,9135.7614,+1
-3788.3392,2088.504,+1
-4515.3129,-8539.1326,-1
-7095.2362,-3489.68,+1
1042.496,-6446.8973,-1
1118.1999,3293.4865,+1
875.2966,7560.7687,+1
-8378.999,-9456.2628,-1
3143.7295,-6587.6579,-1
-271.6309,1745.2542,+1
-3719.7856,-2836.0734,+1
9457.3384,-7689.39,-1
7907.9171,6890.0902,+1
5046.3486,-6465.3259,-1
1926.9025,-812.8363,-1
5607.8659,5358.0999,+1
1198.7043,7395.1239,+1
-5576.4335,6190.9282,+1
-7115.3978,1495.2779,+1
-2324.7766,3012.0877,+1
943.2853,-2341.7741,-1
-6944.9676,-5463.4453,+1
-3704.6397,-7822.4777,-1
-3010.0611,-2531.8567,+1
-4241.6378,8743.1996,+1
9661.3936,8296.6063,+1
-4682.6575,-8602.717,-1
-3272.2475,7687.6253,+1
-9837.6069,-7052.796,+1
-4230.4893,-7346.9344,-1
-9179.7826,8042.9168,+1
9299.7813,-1514.1204,-1
-6912.711,9788.4465,+1
3971.767,3684.6782,+1
-2072.0007,9817.6981,+1
8198.7184,-7077.4958,-1
8792.3234,-2124.9524,-1
5976.9638,-9946.2182,-1
423.6252,4227.7643,+1
-5555.9196,-4225.2349,+1
6071.2758,7887.8429,+1
6232.2869,3171.5004,-1
9744.8767,3464.9022,-1
-5954.3862,-7108.6399,-1
-5975.3805,-8017.7789,-1
2466.306,3592.1919,+1
-3603.182,-6353.724,-1
8264.3213,-7671.8196,-1
9494.7495,-5864.692,-1
8327.5039,3381.5532,-1
-5509.497,-6977.4483,-1
4348.9459,-8033.6506,-1
-5617.5134,3339.6579,+1
-957.0833,-192.6012,+1
-644.8744,5477.4376,+1
-2747.5992,4307.774,+1
-6853.4026,-28.2975,+1
-6067.9609,-6337.691,-1
3543.7303,7941.4271,+1
2045.1693,-4802.5025,-1
1648.4923,-460.8275,-1
7366.3736,3515.6503,-1
2148.6481,7604.6405,+1
6114.5735,1980.5939,-1
-6298.6731,8634.7858,+1
3195.5694,3881.4768,+1
6083.3892,-2406.5279,-1
-5002.8809,-3430.0127,+1
9564.4608,-5094.8679,-1
-2145.4149,-9470.4585,-1
5509.0613,-1111.4826,-1
0,0,0
-7661.8856,9941.5572
3579.8488,-1157.7019
-6945.3178,-3773.5809
677.7987,-1369.2465
7827.7188,-6952.0124
160.5209,4506.4047
4548.1599,6135.4113
3840.9917,840.9328
-7369.2275,-1088.9799
-168.2249,3977.2843
548.0966,-5483.4562
-475.0113,-9128.3756
6270.0069,-6003.5512
462.9434,4567.7716
-8835.0303,-1579.4026
-8408.3411,270.6765
1319.7174,-4127.0512
3267.9832,9240.4782
7757.6437,8568.3763
4253.9828,-8334.0858
-4912.118,-3038.3182
7931.6196,4378.298
-4781.7594,-7435.4807
5183.3929,6096.0453
-4719.9726,5999.7322
-1409.334,7763.0705
5568.7799,-4702.9486
-5817.2438,-2480.4767
5984.6884,-5142.895
5577.4725,-4423.7044
356.5493,-4720.8532
2375.8544,-1682.0591
-733.6966,6447.3286
-1013.8735,9154.8481
-1031.1069,-8616.1948
-6177.1493,1143.2492
8941.7102,2300.5427
6274.2226,1291.604
756.8726,-9819.7686
-4224.6076,3099.3492
7436.1524,4258.4598
4680.8338,5077.0425
-8747.8191,5568.6842
-9667.3548,-3010.1192
5872.2919,-8397.5668
-8482.2347,-12.5616
-6501.2576,-8233.0417
-5754.7737,1047.622
8797.9059,161.8655
9667.1817,4382.5576
